Id,TrainNo,SourceCode,DestinationCode,Cars,StartingFrom,EndAt,DepartureTime,ArrivalTime,Type,Quota,DaysOfRun
4491,47167,Huppuguda,Malakpet,NA,Falaknuma,Lingampally,7:38PM,7:46PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4492,47203,Huppuguda,Malakpet,NA,Falaknuma,Lingampally,8:48PM,8:56PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4493,47220,Huppuguda,Malakpet,NA,Falaknuma,Lingampally,9:08PM,9:16PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4494,47170,Huppuguda,Malakpet,NA,Falaknuma,Lingampally,9:33PM,9:41PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4495,47149,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,5:03AM,5:15AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4496,47150,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,5:43AM,5:55AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4497,47151,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,6:28AM,6:40AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4498,47152,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,7:13AM,7:23AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4499,47153,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,7:28AM,7:40AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4500,47154,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,7:58AM,8:10AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4501,47211,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,8:33AM,8:45AM,Locals,Ladies,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4502,47155,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,9:13AM,9:25AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4503,47165,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,10:03AM,10:15AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4504,47156,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,10:38AM,10:50AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4505,47157,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,10:58AM,11:10AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4506,47198,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,11:13AM,11:25AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4507,47214,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,11:38AM,11:50AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4508,47158,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,12:08PM,12:20PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4509,47169,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,12:48PM,1:00PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4510,47160,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,1:28PM,1:40PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4511,47216,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,2:33PM,2:45PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4512,47161,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,2:53PM,3:05PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4513,47162,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,4:28PM,4:40PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4514,47163,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,5:03PM,5:15PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4515,47164,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,5:43PM,5:55PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4516,47218,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,5:58PM,6:10PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4517,47166,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,6:53PM,7:05PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4518,47207,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,7:03PM,7:15PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4519,47167,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,7:38PM,7:50PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4520,47203,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,8:48PM,9:00PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4521,47220,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,9:08PM,9:20PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4522,47170,Huppuguda,Kacheguda,NA,Falaknuma,Lingampally,9:33PM,9:45PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4523,47149,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,5:03AM,5:19AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4524,47150,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,5:43AM,5:59AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4525,47151,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,6:28AM,6:44AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4526,47152,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,7:13AM,7:27AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4527,47153,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,7:28AM,7:44AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4528,47154,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,7:58AM,8:14AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4529,47211,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,8:33AM,8:49AM,Locals,Ladies,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4530,47155,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,9:13AM,9:29AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4531,47165,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,10:03AM,10:19AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4532,47156,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,10:38AM,10:54AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4533,47157,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,10:58AM,11:14AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4534,47198,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,11:13AM,11:29AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4535,47214,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,11:38AM,11:54AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4536,47158,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,12:08PM,12:24PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4537,47169,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,12:48PM,1:04PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4538,47160,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,1:28PM,1:44PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4539,47216,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,2:33PM,2:49PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4540,47161,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,2:53PM,3:09PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4541,47162,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,4:28PM,4:44PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4542,47163,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,5:03PM,5:19PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4543,47164,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,5:43PM,5:59PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4544,47218,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,5:58PM,6:14PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4545,47166,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,6:53PM,7:09PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4546,47207,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,7:03PM,7:19PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4547,47167,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,7:38PM,7:54PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4548,47203,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,8:48PM,9:04PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4549,47220,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,9:08PM,9:24PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4550,47170,Huppuguda,Vidyanagar,NA,Falaknuma,Lingampally,9:33PM,9:49PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4551,47149,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,5:03AM,5:21AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4552,47150,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,5:43AM,6:01AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4553,47151,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,6:28AM,6:46AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4554,47152,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,7:13AM,7:29AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4555,47153,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,7:28AM,7:46AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4556,47154,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,7:58AM,8:16AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4557,47211,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,8:33AM,8:51AM,Locals,Ladies,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4558,47155,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,9:13AM,9:31AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4559,47165,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,10:03AM,10:21AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4560,47156,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,10:38AM,10:56AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4561,47157,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,10:58AM,11:16AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4562,47198,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,11:13AM,11:31AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4563,47214,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,11:38AM,11:56AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4564,47158,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,12:08PM,12:26PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4565,47169,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,12:48PM,1:06PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4566,47160,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,1:28PM,1:46PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4567,47216,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,2:33PM,2:51PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4568,47161,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,2:53PM,3:11PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4569,47162,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,4:28PM,4:46PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4570,47163,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,5:03PM,5:21PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4571,47164,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,5:43PM,6:01PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4572,47218,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,5:58PM,6:16PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4573,47166,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,6:53PM,7:11PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4574,47207,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,7:03PM,7:21PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4575,47167,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,7:38PM,7:56PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4576,47203,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,8:48PM,9:06PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4577,47220,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,9:08PM,9:26PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4578,47170,Huppuguda,JamaiOsmania,NA,Falaknuma,Lingampally,9:33PM,9:51PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4579,47149,Huppuguda,Arts,NA,Falaknuma,Lingampally,5:03AM,5:23AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4580,47150,Huppuguda,Arts,NA,Falaknuma,Lingampally,5:43AM,6:03AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4581,47151,Huppuguda,Arts,NA,Falaknuma,Lingampally,6:28AM,6:48AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4582,47152,Huppuguda,Arts,NA,Falaknuma,Lingampally,7:13AM,7:31AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4583,47153,Huppuguda,Arts,NA,Falaknuma,Lingampally,7:28AM,7:48AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4584,47154,Huppuguda,Arts,NA,Falaknuma,Lingampally,7:58AM,8:18AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4585,47211,Huppuguda,Arts,NA,Falaknuma,Lingampally,8:33AM,8:53AM,Locals,Ladies,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4586,47155,Huppuguda,Arts,NA,Falaknuma,Lingampally,9:13AM,9:33AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4587,47165,Huppuguda,Arts,NA,Falaknuma,Lingampally,10:03AM,10:23AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4588,47156,Huppuguda,Arts,NA,Falaknuma,Lingampally,10:38AM,10:58AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4589,47157,Huppuguda,Arts,NA,Falaknuma,Lingampally,10:58AM,11:18AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4590,47198,Huppuguda,Arts,NA,Falaknuma,Lingampally,11:13AM,11:33AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4591,47214,Huppuguda,Arts,NA,Falaknuma,Lingampally,11:38AM,11:58AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4592,47158,Huppuguda,Arts,NA,Falaknuma,Lingampally,12:08PM,12:28PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4593,47169,Huppuguda,Arts,NA,Falaknuma,Lingampally,12:48PM,1:08PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4594,47160,Huppuguda,Arts,NA,Falaknuma,Lingampally,1:28PM,1:48PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4595,47216,Huppuguda,Arts,NA,Falaknuma,Lingampally,2:33PM,2:53PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4596,47161,Huppuguda,Arts,NA,Falaknuma,Lingampally,2:53PM,3:13PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4597,47162,Huppuguda,Arts,NA,Falaknuma,Lingampally,4:28PM,4:48PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4598,47163,Huppuguda,Arts,NA,Falaknuma,Lingampally,5:03PM,5:23PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4599,47164,Huppuguda,Arts,NA,Falaknuma,Lingampally,5:43PM,6:03PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4600,47218,Huppuguda,Arts,NA,Falaknuma,Lingampally,5:58PM,6:18PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4601,47166,Huppuguda,Arts,NA,Falaknuma,Lingampally,6:53PM,7:13PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4602,47207,Huppuguda,Arts,NA,Falaknuma,Lingampally,7:03PM,7:23PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4603,47167,Huppuguda,Arts,NA,Falaknuma,Lingampally,7:38PM,7:58PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4604,47203,Huppuguda,Arts,NA,Falaknuma,Lingampally,8:48PM,9:08PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4605,47220,Huppuguda,Arts,NA,Falaknuma,Lingampally,9:08PM,9:28PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4606,47170,Huppuguda,Arts,NA,Falaknuma,Lingampally,9:33PM,9:53PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4607,47149,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,5:03AM,5:25AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4608,47150,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,5:43AM,6:05AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4609,47151,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,6:28AM,6:50AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4610,47152,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,7:13AM,7:33AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4611,47153,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,7:28AM,7:50AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4612,47154,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,7:58AM,8:20AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4613,47211,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,8:33AM,8:55AM,Locals,Ladies,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4614,47155,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,9:13AM,9:35AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4615,47165,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,10:03AM,10:25AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4616,47156,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,10:38AM,11:00AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4617,47157,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,10:58AM,11:20AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4618,47198,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,11:13AM,11:35AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4619,47214,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,11:38AM,12:00PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4620,47158,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,12:08PM,12:30PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4621,47169,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,12:48PM,1:10PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4622,47160,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,1:28PM,1:50PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4623,47216,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,2:33PM,2:55PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4624,47161,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,2:53PM,3:15PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4625,47162,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,4:28PM,4:50PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4626,47163,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,5:03PM,5:25PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4627,47164,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,5:43PM,6:05PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4628,47218,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,5:58PM,6:20PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4629,47166,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,6:53PM,7:15PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4630,47207,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,7:03PM,7:25PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4631,47167,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,7:38PM,8:00PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4632,47203,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,8:48PM,9:10PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4633,47220,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,9:08PM,9:30PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4634,47170,Huppuguda,Sitafalmandi,NA,Falaknuma,Lingampally,9:33PM,9:55PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4635,47149,Huppuguda,Secunderabad,NA,Falaknuma,Lingampally,5:03AM,5:32AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4636,47150,Huppuguda,Secunderabad,NA,Falaknuma,Lingampally,5:43AM,6:12AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4637,47151,Huppuguda,Secunderabad,NA,Falaknuma,Lingampally,6:28AM,6:57AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4638,47152,Huppuguda,Secunderabad,NA,Falaknuma,Lingampally,7:13AM,7:40AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4639,47153,Huppuguda,Secunderabad,NA,Falaknuma,Lingampally,7:28AM,8:02AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4640,47154,Huppuguda,Secunderabad,NA,Falaknuma,Lingampally,7:58AM,8:27AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4641,47211,Huppuguda,Secunderabad,NA,Falaknuma,Lingampally,8:33AM,9:02AM,Locals,Ladies,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4642,47155,Huppuguda,Secunderabad,NA,Falaknuma,Lingampally,9:13AM,9:42AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4643,47165,Huppuguda,Secunderabad,NA,Falaknuma,Lingampally,10:03AM,10:35AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4644,47156,Huppuguda,Secunderabad,NA,Falaknuma,Lingampally,10:38AM,11:07AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4645,47157,Huppuguda,Secunderabad,NA,Falaknuma,Lingampally,10:58AM,11:35AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
4646,47198,Huppuguda,Secunderabad,NA,Falaknuma,Lingampally,11:13AM,11:42AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
4647,47214,Huppuguda,Secunderabad,NA,Falaknuma,Lingampally,11:38AM,12:07PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
