Id,TrainNo,SourceCode,DestinationCode,Cars,StartingFrom,EndAt,DepartureTime,ArrivalTime,Type,Quota,DaysOfRun
13032,47192,Borabanda,Kacheguda,NA,Lingampally,Falaknuma,8:26PM,9:08PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13033,47193,Borabanda,Kacheguda,NA,Lingampally,Falaknuma,8:46PM,9:46PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13034,47159,Borabanda,Kacheguda,NA,Lingampally,Falaknuma,9:16PM,9:58PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13035,47194,Borabanda,Kacheguda,NA,Lingampally,Falaknuma,10:01PM,10:43PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13036,47171,Borabanda,Malakpet,NA,Lingampally,Falaknuma,5:06AM,5:51AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13037,47173,Borabanda,Malakpet,NA,Lingampally,Falaknuma,6:36AM,7:26AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13038,47213,Borabanda,Malakpet,NA,Lingampally,Falaknuma,7:11AM,8:01AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13039,47174,Borabanda,Malakpet,NA,Lingampally,Falaknuma,7:26AM,8:16AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13040,47175,Borabanda,Malakpet,NA,Lingampally,Falaknuma,8:01AM,8:46AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13041,47176,Borabanda,Malakpet,NA,Lingampally,Falaknuma,8:46AM,9:31AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13042,47177,Borabanda,Malakpet,NA,Lingampally,Falaknuma,9:16AM,10:06AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13043,47178,Borabanda,Malakpet,NA,Lingampally,Falaknuma,9:41AM,10:26AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13044,47212,Borabanda,Malakpet,NA,Lingampally,Falaknuma,10:26AM,11:11AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13045,47179,Borabanda,Malakpet,NA,Lingampally,Falaknuma,10:56AM,11:49AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
13046,47189,Borabanda,Malakpet,NA,Lingampally,Falaknuma,11:41AM,12:26PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13047,47180,Borabanda,Malakpet,NA,Lingampally,Falaknuma,12:16PM,1:01PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13048,47181,Borabanda,Malakpet,NA,Lingampally,Falaknuma,12:56PM,1:41PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13049,47215,Borabanda,Malakpet,NA,Lingampally,Falaknuma,1:16PM,2:01PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13050,47182,Borabanda,Malakpet,NA,Lingampally,Falaknuma,1:36PM,2:21PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
13051,47183,Borabanda,Malakpet,NA,Lingampally,Falaknuma,2:46PM,3:31PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13052,47184,Borabanda,Malakpet,NA,Lingampally,Falaknuma,3:11PM,3:56PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
13053,47185,Borabanda,Malakpet,NA,Lingampally,Falaknuma,3:36PM,4:26PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13054,47186,Borabanda,Malakpet,NA,Lingampally,Falaknuma,4:31PM,5:16PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13055,47217,Borabanda,Malakpet,NA,Lingampally,Falaknuma,4:46PM,5:31PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13056,47187,Borabanda,Malakpet,NA,Lingampally,Falaknuma,5:26PM,6:19PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13057,47210,Borabanda,Malakpet,NA,Lingampally,Falaknuma,5:46PM,6:31PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13058,47188,Borabanda,Malakpet,NA,Lingampally,Falaknuma,6:11PM,6:56PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13059,47190,Borabanda,Malakpet,NA,Lingampally,Falaknuma,6:56PM,7:41PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13060,47191,Borabanda,Malakpet,NA,Lingampally,Falaknuma,7:31PM,8:24PM,Locals,Ladies,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13061,47219,Borabanda,Malakpet,NA,Lingampally,Falaknuma,7:46PM,8:31PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13062,47192,Borabanda,Malakpet,NA,Lingampally,Falaknuma,8:26PM,9:11PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13063,47193,Borabanda,Malakpet,NA,Lingampally,Falaknuma,8:46PM,9:49PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13064,47159,Borabanda,Malakpet,NA,Lingampally,Falaknuma,9:16PM,10:01PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13065,47194,Borabanda,Malakpet,NA,Lingampally,Falaknuma,10:01PM,10:46PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13066,47171,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,5:06AM,5:53AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13067,47173,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,6:36AM,7:28AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13068,47213,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,7:11AM,8:03AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13069,47174,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,7:26AM,8:18AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13070,47175,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,8:01AM,8:48AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13071,47176,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,8:46AM,9:33AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13072,47177,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,9:16AM,10:08AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13073,47178,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,9:41AM,10:28AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13074,47212,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,10:26AM,11:13AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13075,47179,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,10:56AM,11:51AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
13076,47189,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,11:41AM,12:28PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13077,47180,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,12:16PM,1:03PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13078,47181,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,12:56PM,1:43PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13079,47215,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,1:16PM,2:03PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13080,47182,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,1:36PM,2:23PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
13081,47183,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,2:46PM,3:33PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13082,47184,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,3:11PM,3:58PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
13083,47185,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,3:36PM,4:28PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13084,47186,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,4:31PM,5:18PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13085,47217,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,4:46PM,5:33PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13086,47187,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,5:26PM,6:21PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13087,47210,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,5:46PM,6:33PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13088,47188,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,6:11PM,6:58PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13089,47190,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,6:56PM,7:43PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13090,47191,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,7:31PM,8:26PM,Locals,Ladies,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13091,47219,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,7:46PM,8:33PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13092,47192,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,8:26PM,9:13PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13093,47193,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,8:46PM,9:51PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13094,47159,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,9:16PM,10:03PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13095,47194,Borabanda,Dabirpura,NA,Lingampally,Falaknuma,10:01PM,10:48PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13096,47171,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,5:06AM,5:55AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13097,47173,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,6:36AM,7:30AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13098,47213,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,7:11AM,8:05AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13099,47174,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,7:26AM,8:20AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13100,47175,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,8:01AM,8:50AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13101,47176,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,8:46AM,9:35AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13102,47177,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,9:16AM,10:10AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13103,47178,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,9:41AM,10:30AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13104,47212,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,10:26AM,11:15AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13105,47179,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,10:56AM,11:53AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
13106,47189,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,11:41AM,12:30PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13107,47180,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,12:16PM,1:05PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13108,47181,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,12:56PM,1:45PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13109,47215,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,1:16PM,2:05PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13110,47182,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,1:36PM,2:25PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
13111,47183,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,2:46PM,3:35PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13112,47184,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,3:11PM,4:00PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
13113,47185,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,3:36PM,4:30PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13114,47186,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,4:31PM,5:20PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13115,47217,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,4:46PM,5:35PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13116,47187,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,5:26PM,6:23PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13117,47210,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,5:46PM,6:35PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13118,47188,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,6:11PM,7:00PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13119,47190,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,6:56PM,7:45PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13120,47191,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,7:31PM,8:28PM,Locals,Ladies,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13121,47219,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,7:46PM,8:35PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13122,47192,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,8:26PM,9:15PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13123,47193,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,8:46PM,9:53PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13124,47159,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,9:16PM,10:05PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13125,47194,Borabanda,Yakutpura,NA,Lingampally,Falaknuma,10:01PM,10:50PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13126,47171,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,5:06AM,5:59AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13127,47173,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,6:36AM,7:34AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13128,47213,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,7:11AM,8:09AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13129,47174,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,7:26AM,8:24AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13130,47175,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,8:01AM,8:54AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13131,47176,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,8:46AM,9:39AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13132,47177,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,9:16AM,10:14AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13133,47178,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,9:41AM,10:34AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13134,47212,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,10:26AM,11:19AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13135,47179,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,10:56AM,11:57AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
13136,47189,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,11:41AM,12:34PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13137,47180,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,12:16PM,1:09PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13138,47181,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,12:56PM,1:49PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13139,47215,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,1:16PM,2:09PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13140,47182,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,1:36PM,2:29PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
13141,47183,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,2:46PM,3:39PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13142,47184,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,3:11PM,4:04PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
13143,47185,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,3:36PM,4:34PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13144,47186,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,4:31PM,5:24PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13145,47217,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,4:46PM,5:39PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13146,47187,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,5:26PM,6:27PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13147,47210,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,5:46PM,6:39PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13148,47188,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,6:11PM,7:04PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13149,47190,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,6:56PM,7:49PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13150,47191,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,7:31PM,8:32PM,Locals,Ladies,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13151,47219,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,7:46PM,8:39PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13152,47192,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,8:26PM,9:19PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13153,47193,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,8:46PM,9:57PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13154,47159,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,9:16PM,10:09PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13155,47194,Borabanda,Huppuguda,NA,Lingampally,Falaknuma,10:01PM,10:54PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13156,47171,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,5:06AM,6:05AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13157,47173,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,6:36AM,7:40AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13158,47213,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,7:11AM,8:15AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13159,47174,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,7:26AM,8:30AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13160,47175,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,8:01AM,9:00AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13161,47176,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,8:46AM,9:45AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13162,47177,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,9:16AM,10:25AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13163,47178,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,9:41AM,10:40AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13164,47212,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,10:26AM,11:25AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13165,47179,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,10:56AM,12:00PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
13166,47189,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,11:41AM,12:40PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13167,47180,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,12:16PM,1:15PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13168,47181,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,12:56PM,1:55PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13169,47215,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,1:16PM,2:15PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13170,47182,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,1:36PM,2:35PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
13171,47183,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,2:46PM,3:45PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13172,47184,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,3:11PM,4:05PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
13173,47185,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,3:36PM,4:40PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13174,47186,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,4:31PM,5:30PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13175,47217,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,4:46PM,5:45PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13176,47187,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,5:26PM,6:30PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13177,47210,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,5:46PM,6:45PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13178,47188,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,6:11PM,7:10PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13179,47190,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,6:56PM,7:55PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13180,47191,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,7:31PM,8:35PM,Locals,Ladies,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13181,47219,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,7:46PM,8:45PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13182,47192,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,8:26PM,9:25PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13183,47193,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,8:46PM,10:00PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13184,47159,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,9:16PM,10:15PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13185,47194,Borabanda,Falaknuma,NA,Lingampally,Falaknuma,10:01PM,11:05PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13186,47171,Bharatnagar,Fatehnagar,NA,Lingampally,Falaknuma,5:09AM,5:12AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13187,47173,Bharatnagar,Fatehnagar,NA,Lingampally,Falaknuma,6:39AM,6:42AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13188,47213,Bharatnagar,Fatehnagar,NA,Lingampally,Falaknuma,7:14AM,7:17AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13189,47174,Bharatnagar,Fatehnagar,NA,Lingampally,Falaknuma,7:29AM,7:32AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
13190,47175,Bharatnagar,Fatehnagar,NA,Lingampally,Falaknuma,8:04AM,8:07AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
