Source,Destination,Duration,Route,Stations,Interchanges,Normal Fare
Nandanam,Nanganallur Road,15Min,@Blue: Nandanam: Saidapet: Little Mount: Guindy: Alandur: Nanganallur Road:,6,0,30
Nandanam,Nehru Park,41Min,@Blue: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Pa,18,1,55
Nandanam,Pachaiyappas College,37Min,@Blue: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College:,16,1,50
Nandanam,Saidapet,3Min,@Blue: Nandanam: Saidapet:,2,0,10
Nandanam,Shenoy Nagar,35Min,@Blue: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar:,15,1,50
Nandanam,St Thomas Mount,14Min,@Blue: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: St Thomas Mount:,6,1,30
Nandanam,Teynampet,2Min,@Blue: Nandanam: Teynampet:,2,0,10
Nandanam,Thirumangalam,29Min,@Blue: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam:,12,1,45
Nandanam,Vadapalani,20Min,@Blue: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani:,8,1,40
Nanganallur Road,AG-DMS,19Min,@Blue: Nanganallur Road: Alandur: Guindy: Little Mount: Saidapet: Nandanam: Teynampet: AG-DMS:,8,0,35
Nanganallur Road,Airport,7Min,@Blue: Nanganallur Road: Meenambakkam: Airport:,3,0,15
Nanganallur Road,Alandur,3Min,@Blue: Nanganallur Road: Alandur:,2,0,10
Nanganallur Road,Anna Nagar East,24Min,@Blue: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East:,11,1,45
Nanganallur Road,Anna Nagar Tower,22Min,@Blue: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower:,10,1,40
Nanganallur Road,Arumbakkam,13Min,@Blue: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam:,6,1,30
Nanganallur Road,Ashok Nagar,8Min,@Blue: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar:,4,1,25
Nanganallur Road,Chennai Central,38Min,@Blue: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore: Chennai Cent,17,1,50
Nanganallur Road,CMBT,15Min,@Blue: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT:,7,1,35
Nanganallur Road,Egmore,35Min,@Blue: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore:,16,1,50
Nanganallur Road,Ekkattuthangal,5Min,@Blue: Nanganallur Road:;@Green: Alandur: Ekkattuthangal:,3,1,15
Nanganallur Road,Guindy,6Min,@Blue: Nanganallur Road: Alandur: Guindy:,3,0,15
Nanganallur Road,Kilpauk Medical College,30Min,@Blue: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College:,14,1,45
Nanganallur Road,Koyambedu,17Min,@Blue: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu:,8,1,40
Nanganallur Road,Little Mount,9Min,@Blue: Nanganallur Road: Alandur: Guindy: Little Mount:,4,0,15
Nanganallur Road,Meenambakkam,4Min,@Blue: Nanganallur Road: Meenambakkam:,2,0,15
Nanganallur Road,Nandanam,15Min,@Blue: Nanganallur Road: Alandur: Guindy: Little Mount: Saidapet: Nandanam:,6,0,30
Nanganallur Road,Nehru Park,32Min,@Blue: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park:,15,1,50
Nanganallur Road,Pachaiyappas College,28Min,@Blue: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College:,13,1,45
Nanganallur Road,Saidapet,12Min,@Blue: Nanganallur Road: Alandur: Guindy: Little Mount: Saidapet:,5,0,25
Nanganallur Road,Shenoy Nagar,26Min,@Blue: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar:,12,1,45
Nanganallur Road,St Thomas Mount,5Min,@Blue: Nanganallur Road:;@Green: Alandur: St Thomas Mount:,3,1,15
Nanganallur Road,Teynampet,17Min,@Blue: Nanganallur Road: Alandur: Guindy: Little Mount: Saidapet: Nandanam: Teynampet:,7,0,30
Nanganallur Road,Thirumangalam,20Min,@Blue: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam:,9,1,40
Nanganallur Road,Vadapalani,11Min,@Blue: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani:,5,1,30
Nehru Park,AG-DMS,45Min,@Green: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandan,20,1,55
Nehru Park,Airport,39Min,@Green: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam: Airpor,17,1,55
Nehru Park,Alandur,29Min,@Green: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:,14,0,45
Nehru Park,Anna Nagar East,8Min,@Green: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East:,5,0,25
Nehru Park,Anna Nagar Tower,10Min,@Green: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower:,6,0,25
Nehru Park,Arumbakkam,19Min,@Green: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam:,10,0,40
Nehru Park,Ashok Nagar,24Min,@Green: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar:,12,0,40
Nehru Park,Chennai Central,6Min,@Green: Nehru Park: Egmore: Chennai Central:,3,0,15
Nehru Park,CMBT,17Min,@Green: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT:,9,0,35
Nehru Park,Egmore,3Min,@Green: Nehru Park: Egmore:,2,0,10
Nehru Park,Ekkattuthangal,27Min,@Green: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal:,13,0,45
Nehru Park,Guindy,32Min,@Green: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy:,15,1,50
Nehru Park,Kilpauk Medical College,2Min,@Green: Nehru Park: Kilpauk Medical College:,2,0,10
Nehru Park,Koyambedu,15Min,@Green: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu:,8,0,35
Nehru Park,Little Mount,35Min,@Green: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount:,16,1,50
Nehru Park,Meenambakkam,36Min,@Green: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam:,16,1,50
Nehru Park,Nandanam,41Min,@Green: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandan,18,1,55
Nehru Park,Nanganallur Road,32Min,@Green: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road:,15,1,50
Nehru Park,Pachaiyappas College,4Min,@Green: Nehru Park: Kilpauk Medical College: Pachaiyappas College:,3,0,10
Nehru Park,Saidapet,38Min,@Green: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet:,17,1,50
Nehru Park,Shenoy Nagar,6Min,@Green: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar:,4,0,15
Nehru Park,St Thomas Mount,32Min,@Green: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur: St Thomas Mount:,15,0,50
Nehru Park,Teynampet,43Min,@Green: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandan,19,1,55
Nehru Park,Thirumangalam,12Min,@Green: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam:,7,0,30
Nehru Park,Vadapalani,21Min,@Green: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani:,11,0,40
Pachaiyappas College,AG-DMS,41Min,@Green: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampet: AG-DMS:,18,1,55
Pachaiyappas College,Airport,35Min,@Green: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam: Airport:,15,1,50
Pachaiyappas College,Alandur,25Min,@Green: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:,12,0,45
Pachaiyappas College,Anna Nagar East,4Min,@Green: Pachaiyappas College: Shenoy Nagar: Anna Nagar East:,3,0,15
Pachaiyappas College,Anna Nagar Tower,6Min,@Green: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower:,4,0,15
Pachaiyappas College,Arumbakkam,15Min,@Green: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam:,8,0,35
Pachaiyappas College,Ashok Nagar,20Min,@Green: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar:,10,0,40
Pachaiyappas College,Chennai Central,10Min,@Green: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore: Chennai Central:,5,0,25
Pachaiyappas College,CMBT,13Min,@Green: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT:,7,0,30
Pachaiyappas College,Egmore,7Min,@Green: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore:,4,0,15
Pachaiyappas College,Ekkattuthangal,23Min,@Green: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal:,11,0,45
Pachaiyappas College,Guindy,28Min,@Green: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy:,13,1,45
Pachaiyappas College,Kilpauk Medical College,2Min,@Green: Pachaiyappas College: Kilpauk Medical College:,2,0,10
Pachaiyappas College,Koyambedu,11Min,@Green: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu:,6,0,30
Pachaiyappas College,Little Mount,31Min,@Green: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount:,14,1,50
Pachaiyappas College,Meenambakkam,32Min,@Green: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam:,14,1,50
Pachaiyappas College,Nandanam,37Min,@Green: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam:,16,1,50
Pachaiyappas College,Nanganallur Road,28Min,@Green: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road:,13,1,45
Pachaiyappas College,Nehru Park,4Min,@Green: Pachaiyappas College: Kilpauk Medical College: Nehru Park:,3,0,10
Pachaiyappas College,Saidapet,34Min,@Green: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet:,15,1,50
Pachaiyappas College,Shenoy Nagar,2Min,@Green: Pachaiyappas College: Shenoy Nagar:,2,0,10
Pachaiyappas College,St Thomas Mount,28Min,@Green: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur: St Thomas Mount:,13,0,45
Pachaiyappas College,Teynampet,39Min,@Green: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampet:,17,1,55
Pachaiyappas College,Thirumangalam,8Min,@Green: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam:,5,0,25
Pachaiyappas College,Vadapalani,17Min,@Green: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani:,9,0,40
Saidapet,AG-DMS,7Min,@Blue: Saidapet: Nandanam: Teynampet: AG-DMS:,4,0,15
Saidapet,Airport,19Min,@Blue: Saidapet: Little Mount: Guindy: Alandur: Nanganallur Road: Meenambakkam: Airport:,7,0,35
Saidapet,Alandur,9Min,@Blue: Saidapet: Little Mount: Guindy: Alandur:,4,0,15
Saidapet,Anna Nagar East,30Min,@Blue: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East:,13,1,45
Saidapet,Anna Nagar Tower,28Min,@Blue: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower:,12,1,45
Saidapet,Arumbakkam,19Min,@Blue: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam:,8,1,40
Saidapet,Ashok Nagar,14Min,@Blue: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar:,6,1,30
Saidapet,Chennai Central,44Min,@Blue: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore,19,1,55
Saidapet,CMBT,21Min,@Blue: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT:,9,1,40
Saidapet,Egmore,41Min,@Blue: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore,18,1,55
Saidapet,Ekkattuthangal,11Min,@Blue: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal:,5,1,25
Saidapet,Guindy,6Min,@Blue: Saidapet: Little Mount: Guindy:,3,0,15
Saidapet,Kilpauk Medical College,36Min,@Blue: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College:,16,1,50
Saidapet,Koyambedu,23Min,@Blue: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu:,10,1,40
Saidapet,Little Mount,3Min,@Blue: Saidapet: Little Mount:,2,0,10
Saidapet,Meenambakkam,16Min,@Blue: Saidapet: Little Mount: Guindy: Alandur: Nanganallur Road: Meenambakkam:,6,0,30
Saidapet,Nandanam,3Min,@Blue: Saidapet: Nandanam:,2,0,10
Saidapet,Nanganallur Road,12Min,@Blue: Saidapet: Little Mount: Guindy: Alandur: Nanganallur Road:,5,0,25
Saidapet,Nehru Park,38Min,@Blue: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park:,17,1,50
Saidapet,Pachaiyappas College,34Min,@Blue: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College:,15,1,50
Saidapet,Shenoy Nagar,32Min,@Blue: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar:,14,1,50
Saidapet,St Thomas Mount,11Min,@Blue: Saidapet: Little Mount: Guindy:;@Green: Alandur: St Thomas Mount:,5,1,25
Saidapet,Teynampet,5Min,@Blue: Saidapet: Nandanam: Teynampet:,3,0,15
Saidapet,Thirumangalam,26Min,@Blue: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam:,11,1,45
Saidapet,Vadapalani,17Min,@Blue: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani:,7,1,35
Shenoy Nagar,AG-DMS,39Min,@Green: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampet: AG-DMS:,17,1,50
Shenoy Nagar,Airport,33Min,@Green: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam: Airport:,14,1,50
Shenoy Nagar,Alandur,23Min,@Green: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:,11,0,45
Shenoy Nagar,Anna Nagar East,2Min,@Green: Shenoy Nagar: Anna Nagar East:,2,0,10
Shenoy Nagar,Anna Nagar Tower,4Min,@Green: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower:,3,0,15
Shenoy Nagar,Arumbakkam,13Min,@Green: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam:,7,0,30
Shenoy Nagar,Ashok Nagar,18Min,@Green: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar:,9,0,40
Shenoy Nagar,Chennai Central,12Min,@Green: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore: Chennai Central:,6,0,25
Shenoy Nagar,CMBT,11Min,@Green: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT:,6,0,30
Shenoy Nagar,Egmore,9Min,@Green: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore:,5,0,25
Shenoy Nagar,Ekkattuthangal,21Min,@Green: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal:,10,0,40
Shenoy Nagar,Guindy,26Min,@Green: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy:,12,1,45
Shenoy Nagar,Kilpauk Medical College,4Min,@Green: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College:,3,0,15
Shenoy Nagar,Koyambedu,9Min,@Green: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu:,5,0,25
Shenoy Nagar,Little Mount,29Min,@Green: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount:,13,1,45
Shenoy Nagar,Meenambakkam,30Min,@Green: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam:,13,1,45
Shenoy Nagar,Nandanam,35Min,@Green: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam:,15,1,50
Shenoy Nagar,Nanganallur Road,26Min,@Green: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road:,12,1,45
Shenoy Nagar,Nehru Park,6Min,@Green: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park:,4,0,15
Shenoy Nagar,Pachaiyappas College,2Min,@Green: Shenoy Nagar: Pachaiyappas College:,2,0,10
Shenoy Nagar,Saidapet,32Min,@Green: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet:,14,1,50
Shenoy Nagar,St Thomas Mount,26Min,@Green: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur: St Thomas Mount:,12,0,45
