Source,Destination,Duration,Route,Stations,Interchanges,Normal Fare
Arumbakkam,Ekkattuthangal,8Min,@Green: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal:,4,0,25
Arumbakkam,Guindy,13Min,@Green: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy:,6,1,35
Arumbakkam,Kilpauk Medical College,17Min,@Green: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College:,9,0,35
Arumbakkam,Koyambedu,4Min,@Green: Arumbakkam: CMBT: Koyambedu:,3,0,15
Arumbakkam,Little Mount,16Min,@Green: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount:,7,1,35
Arumbakkam,Meenambakkam,17Min,@Green: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam:,7,1,40
Arumbakkam,Nandanam,22Min,@Green: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam:,9,1,40
Arumbakkam,Nanganallur Road,13Min,@Green: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road:,6,1,30
Arumbakkam,Nehru Park,19Min,@Green: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park:,10,0,40
Arumbakkam,Pachaiyappas College,15Min,@Green: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College:,8,0,35
Arumbakkam,Saidapet,19Min,@Green: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet:,8,1,40
Arumbakkam,Shenoy Nagar,13Min,@Green: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar:,7,0,30
Arumbakkam,St Thomas Mount,13Min,@Green: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur: St Thomas Mount:,6,0,30
Arumbakkam,Teynampet,24Min,@Green: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampet:,10,1,40
Arumbakkam,Thirumangalam,7Min,@Green: Arumbakkam: CMBT: Koyambedu: Thirumangalam:,4,0,25
Arumbakkam,Vadapalani,2Min,@Green: Arumbakkam: Vadapalani:,2,0,10
Ashok Nagar,AG-DMS,21Min,@Green: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampet: AG-DMS:,9,1,40
Ashok Nagar,Airport,15Min,@Green: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam: Airport:,6,1,35
Ashok Nagar,Alandur,5Min,@Green: Ashok Nagar: Ekkattuthangal: Alandur:,3,0,15
Ashok Nagar,Anna Nagar East,16Min,@Green: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East:,8,0,35
Ashok Nagar,Anna Nagar Tower,14Min,@Green: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower:,7,0,35
Ashok Nagar,Arumbakkam,5Min,@Green: Ashok Nagar: Vadapalani: Arumbakkam:,3,0,15
Ashok Nagar,Chennai Central,30Min,@Green: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore: Chennai Central:,14,0,45
Ashok Nagar,CMBT,7Min,@Green: Ashok Nagar: Vadapalani: Arumbakkam: CMBT:,4,0,25
Ashok Nagar,Egmore,27Min,@Green: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore:,13,0,45
Ashok Nagar,Ekkattuthangal,3Min,@Green: Ashok Nagar: Ekkattuthangal:,2,0,15
Ashok Nagar,Guindy,8Min,@Green: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy:,4,1,25
Ashok Nagar,Kilpauk Medical College,22Min,@Green: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College:,11,0,40
Ashok Nagar,Koyambedu,9Min,@Green: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu:,5,0,25
Ashok Nagar,Little Mount,11Min,@Green: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount:,5,1,30
Ashok Nagar,Meenambakkam,12Min,@Green: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam:,5,1,30
Ashok Nagar,Nandanam,17Min,@Green: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam:,7,1,35
Ashok Nagar,Nanganallur Road,8Min,@Green: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road:,4,1,25
Ashok Nagar,Nehru Park,24Min,@Green: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park:,12,0,40
Ashok Nagar,Pachaiyappas College,20Min,@Green: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College:,10,0,40
Ashok Nagar,Saidapet,14Min,@Green: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet:,6,1,30
Ashok Nagar,Shenoy Nagar,18Min,@Green: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar:,9,0,40
Ashok Nagar,St Thomas Mount,8Min,@Green: Ashok Nagar: Ekkattuthangal: Alandur: St Thomas Mount:,4,0,25
Ashok Nagar,Teynampet,19Min,@Green: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampet:,8,1,40
Ashok Nagar,Thirumangalam,12Min,@Green: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam:,6,0,30
Ashok Nagar,Vadapalani,3Min,@Green: Ashok Nagar: Vadapalani:,2,0,10
Chennai Central,AG-DMS,51Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Littl,22,1,60
Chennai Central,Airport,45Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur R,19,1,55
Chennai Central,Alandur,35Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:,16,0,50
Chennai Central,Anna Nagar East,14Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East:,7,0,30
Chennai Central,Anna Nagar Tower,16Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower:,8,0,35
Chennai Central,Arumbakkam,25Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam:,12,0,40
Chennai Central,Ashok Nagar,30Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar:,14,0,45
Chennai Central,CMBT,23Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT:,11,0,40
Chennai Central,Egmore,3Min,@Green: Chennai Central: Egmore:,2,0,10
Chennai Central,Ekkattuthangal,33Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal:,15,0,50
Chennai Central,Guindy,38Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy:,17,1,50
Chennai Central,Kilpauk Medical College,8Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College:,4,0,15
Chennai Central,Koyambedu,21Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu:,10,0,40
Chennai Central,Little Mount,41Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Littl,18,1,55
Chennai Central,Meenambakkam,42Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur R,18,1,55
Chennai Central,Nandanam,47Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Littl,20,1,55
Chennai Central,Nanganallur Road,38Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur R,17,1,50
Chennai Central,Nehru Park,6Min,@Green: Chennai Central: Egmore: Nehru Park:,3,0,15
Chennai Central,Pachaiyappas College,10Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College:,5,0,25
Chennai Central,Saidapet,44Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Littl,19,1,55
Chennai Central,Shenoy Nagar,12Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar:,6,0,25
Chennai Central,St Thomas Mount,38Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur: St Thomas Mount:,17,0,50
Chennai Central,Teynampet,49Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Littl,21,1,60
Chennai Central,Thirumangalam,18Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam:,9,0,35
Chennai Central,Vadapalani,27Min,@Green: Chennai Central: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani:,13,0,45
CMBT,AG-DMS,28Min,@Green: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampet: AG-DMS:,12,1,45
CMBT,Airport,22Min,@Green: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam: Airport:,9,1,40
CMBT,Alandur,12Min,@Green: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:,6,0,35
CMBT,Anna Nagar East,9Min,@Green: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East:,5,0,25
CMBT,Anna Nagar Tower,7Min,@Green: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower:,4,0,25
CMBT,Arumbakkam,2Min,@Green: CMBT: Arumbakkam:,2,0,10
CMBT,Ashok Nagar,7Min,@Green: CMBT: Arumbakkam: Vadapalani: Ashok Nagar:,4,0,25
CMBT,Chennai Central,23Min,@Green: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore: Chennai Central:,11,0,40
CMBT,Egmore,20Min,@Green: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore:,10,0,40
CMBT,Ekkattuthangal,10Min,@Green: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal:,5,0,30
CMBT,Guindy,15Min,@Green: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy:,7,1,35
CMBT,Kilpauk Medical College,15Min,@Green: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College:,8,0,35
CMBT,Koyambedu,2Min,@Green: CMBT: Koyambedu:,2,0,10
CMBT,Little Mount,18Min,@Green: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount:,8,1,40
CMBT,Meenambakkam,19Min,@Green: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam:,8,1,40
CMBT,Nandanam,24Min,@Green: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam:,10,1,40
CMBT,Nanganallur Road,15Min,@Green: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road:,7,1,35
CMBT,Nehru Park,17Min,@Green: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park:,9,0,35
CMBT,Pachaiyappas College,13Min,@Green: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College:,7,0,30
CMBT,Saidapet,21Min,@Green: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet:,9,1,40
CMBT,Shenoy Nagar,11Min,@Green: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar:,6,0,30
CMBT,St Thomas Mount,15Min,@Green: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur: St Thomas Mount:,7,0,35
CMBT,Teynampet,26Min,@Green: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampet:,11,1,45
CMBT,Thirumangalam,5Min,@Green: CMBT: Koyambedu: Thirumangalam:,3,0,15
CMBT,Vadapalani,4Min,@Green: CMBT: Arumbakkam: Vadapalani:,3,0,15
Egmore,AG-DMS,48Min,@Green: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet,21,1,60
Egmore,Airport,42Min,@Green: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam,18,1,55
Egmore,Alandur,32Min,@Green: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:,15,0,50
Egmore,Anna Nagar East,11Min,@Green: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East:,6,0,25
Egmore,Anna Nagar Tower,13Min,@Green: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower:,7,0,30
Egmore,Arumbakkam,22Min,@Green: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam:,11,0,40
Egmore,Ashok Nagar,27Min,@Green: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar:,13,0,45
Egmore,Chennai Central,3Min,@Green: Egmore: Chennai Central:,2,0,10
Egmore,CMBT,20Min,@Green: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT:,10,0,40
Egmore,Ekkattuthangal,30Min,@Green: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal:,14,0,45
Egmore,Guindy,35Min,@Green: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy:,16,1,50
Egmore,Kilpauk Medical College,5Min,@Green: Egmore: Nehru Park: Kilpauk Medical College:,3,0,15
Egmore,Koyambedu,18Min,@Green: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu:,9,0,35
Egmore,Little Mount,38Min,@Green: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount:,17,1,50
Egmore,Meenambakkam,39Min,@Green: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam,17,1,55
Egmore,Nandanam,44Min,@Green: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet,19,1,55
Egmore,Nanganallur Road,35Min,@Green: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road:,16,1,50
Egmore,Nehru Park,3Min,@Green: Egmore: Nehru Park:,2,0,10
Egmore,Pachaiyappas College,7Min,@Green: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College:,4,0,15
Egmore,Saidapet,41Min,@Green: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet,18,1,55
Egmore,Shenoy Nagar,9Min,@Green: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar:,5,0,25
Egmore,St Thomas Mount,35Min,@Green: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur: St Thomas Mount:,16,0,50
Egmore,Teynampet,46Min,@Green: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet,20,1,55
Egmore,Thirumangalam,15Min,@Green: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam:,8,0,30
Egmore,Vadapalani,24Min,@Green: Egmore: Nehru Park: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani:,12,0,40
Ekkattuthangal,AG-DMS,18Min,@Green: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampet: AG-DMS:,8,1,35
Ekkattuthangal,Airport,12Min,@Green: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam: Airport:,5,1,30
Ekkattuthangal,Alandur,2Min,@Green: Ekkattuthangal: Alandur:,2,0,10
Ekkattuthangal,Anna Nagar East,19Min,@Green: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East:,9,0,40
Ekkattuthangal,Anna Nagar Tower,17Min,@Green: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower:,8,0,40
Ekkattuthangal,Arumbakkam,8Min,@Green: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam:,4,0,25
Ekkattuthangal,Ashok Nagar,3Min,@Green: Ekkattuthangal: Ashok Nagar:,2,0,15
Ekkattuthangal,Chennai Central,33Min,@Green: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore: Chennai Central:,15,0,50
Ekkattuthangal,CMBT,10Min,@Green: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT:,5,0,30
Ekkattuthangal,Egmore,30Min,@Green: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore:,14,0,45
Ekkattuthangal,Guindy,5Min,@Green: Ekkattuthangal: Alandur:;@Blue: Guindy:,3,1,15
Ekkattuthangal,Kilpauk Medical College,25Min,@Green: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College:,12,0,45
Ekkattuthangal,Koyambedu,12Min,@Green: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu:,6,0,35
Ekkattuthangal,Little Mount,8Min,@Green: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount:,4,1,25
Ekkattuthangal,Meenambakkam,9Min,@Green: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam:,4,1,25
Ekkattuthangal,Nandanam,14Min,@Green: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam:,6,1,30
Ekkattuthangal,Nanganallur Road,5Min,@Green: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road:,3,1,15
Ekkattuthangal,Nehru Park,27Min,@Green: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park:,13,0,45
Ekkattuthangal,Pachaiyappas College,23Min,@Green: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College:,11,0,45
Ekkattuthangal,Saidapet,11Min,@Green: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet:,5,1,25
Ekkattuthangal,Shenoy Nagar,21Min,@Green: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar:,10,0,40
Ekkattuthangal,St Thomas Mount,5Min,@Green: Ekkattuthangal: Alandur: St Thomas Mount:,3,0,15
Ekkattuthangal,Teynampet,16Min,@Green: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampet:,7,1,35
