Source,Destination,Duration,Route,Stations,Interchanges,Normal Fare,Concessional Fare(Sunday and national holiday)
Lakdikapul,Dilsukhnagar,19 Min,@Red: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet: New Market: Musarambagh: Dilsukhnagar:,10,0,35,35
Lakdikapul,Durgam Chervu,27 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post: Pedamma Temple: Madhapur: Durgam Chervu:,12,1,40,40
Lakdikapul,Erragadda,16 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar: ESI Hospital: Erragadda:,8,0,30,30
Lakdikapul,ESI Hospital,14 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar: ESI Hospital:,7,0,30,30
Lakdikapul,Gandhi Bhavan,6 Min,@Red: Lakdikapul: Assembly: Nampally: Gandhi Bhavan:,4,0,15,15
Lakdikapul,Habsiguda,31 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda:,14,1,45,45
Lakdikapul,Hitech City,29 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post: Pedamma Temple: Madhapur: Durgam Chervu: Hitech City:,13,1,40,40
Lakdikapul,Irrum Manzil,5 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil:,3,0,15,15
Lakdikapul,JNTU College,30 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar: ESI Hospital: Erragadda: Bharat Nagar: Moosapet: Balanagar: Kukatpally: KPHB Colony: JNTU College:,14,0,45,45
Lakdikapul,Jubilee Hills Check Post,20 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post:,9,1,35,35
Lakdikapul,Jubilee Hills Road No 5,17 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5:,8,1,30,30
Lakdikapul,Khairatabad,2 Min,@Red: Lakdikapul: Khairatabad:,2,0,10,10
Lakdikapul,KPHB Colony,27 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar: ESI Hospital: Erragadda: Bharat Nagar: Moosapet: Balanagar: Kukatpally: KPHB Colony:,13,0,40,40
Lakdikapul,Kukatpally,24 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar: ESI Hospital: Erragadda: Bharat Nagar: Moosapet: Balanagar: Kukatpally:,12,0,40,40
Lakdikapul,LB Nagar,25 Min,@Red: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet: New Market: Musarambagh: Dilsukhnagar: Chaitanyapuri: Victoria Memorial: LB Nagar:,13,0,40,40
Lakdikapul,Madhapur,24 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post: Pedamma Temple: Madhapur:,11,1,40,40
Lakdikapul,Madhura Nagar,12 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Madhura Nagar:,6,1,25,25
Lakdikapul,Malakpet,12 Min,@Red: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet:,7,0,25,25
Lakdikapul,Mettuguda,26 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda:,12,1,45,45
Lakdikapul,MG Bus station,10 Min,@Red: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station:,6,0,25,25
Lakdikapul,Miyapur,33 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar: ESI Hospital: Erragadda: Bharat Nagar: Moosapet: Balanagar: Kukatpally: KPHB Colony: JNTU College: Miyapur:,15,0,45,45
Lakdikapul,Moosapet,20 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar: ESI Hospital: Erragadda: Bharat Nagar: Moosapet:,10,0,35,35
Lakdikapul,Musarambagh,16 Min,@Red: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet: New Market: Musarambagh:,9,0,30,30
Lakdikapul,Nagole,39 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda: NGRI: Uppal Stadium: Uppal: Nagole:,18,1,50,50
Lakdikapul,Nampally,4 Min,@Red: Lakdikapul: Assembly: Nampally:,3,0,10,10
Lakdikapul,New Market,14 Min,@Red: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet: New Market:,8,0,25,25
Lakdikapul,NGRI,33 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda: NGRI:,15,1,50,50
Lakdikapul,Osmania Medical College,8 Min,@Red: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College:,5,0,15,15
Lakdikapul,Parade Grounds,20 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds:,10,1,40,40
Lakdikapul,Paradise,18 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise:,9,1,35,35
Lakdikapul,Pedamma Temple,22 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post: Pedamma Temple:,10,1,35,35
Lakdikapul,Prakash Nagar,14 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar:,7,1,30,30
Lakdikapul,Punjagutta,7 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta:,4,0,15,15
Lakdikapul,Rasool Pura,16 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura:,8,1,35,35
Lakdikapul,S R Nagar,12 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar:,6,0,25,25
Lakdikapul,Secunderabad,23 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad:,11,1,40,40
Lakdikapul,Tarnaka,28 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka:,13,1,45,45
Lakdikapul,Uppal,37 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda: NGRI: Uppal Stadium: Uppal:,17,1,50,50
Lakdikapul,Uppal Stadium,35 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda: NGRI: Uppal Stadium:,16,1,50,50
Lakdikapul,Victoria Memorial,23 Min,@Red: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet: New Market: Musarambagh: Dilsukhnagar: Chaitanyapuri: Victoria Memorial:,12,0,40,40
Lakdikapul,Yusuf Guda,15 Min,@Red: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda:,7,1,30,30
LB Nagar,Ameerpet,35 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:,17,0,45,45
LB Nagar,Assembly,23 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly:,12,0,40,40
LB Nagar,Balanagar,47 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar: ESI Hospital: Erragadda: Bharat Nagar: Moosapet: Balanagar:,23,0,50,50
LB Nagar,Begumpet,37 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet:,18,1,50,50
LB Nagar,Bharat Nagar,43 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar: ESI Hospital: Erragadda: Bharat Nagar:,21,0,50,50
LB Nagar,Chaitanyapuri,4 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri:,3,0,15,15
LB Nagar,Dilsukhnagar,6 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar:,4,0,15,15
LB Nagar,Durgam Chervu,52 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post: Pedamma Temple: Madhapur: Durgam Chervu:,24,1,55,55
LB Nagar,Erragadda,41 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar: ESI Hospital: Erragadda:,20,0,50,50
LB Nagar,ESI Hospital,39 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar: ESI Hospital:,19,0,50,50
LB Nagar,Gandhi Bhavan,19 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan:,10,0,35,35
LB Nagar,Habsiguda,56 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda:,26,1,60,60
LB Nagar,Hitech City,54 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post: Pedamma Temple: Madhapur: Durgam Chervu: Hitech City:,25,1,55,55
LB Nagar,Irrum Manzil,30 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil:,15,0,45,45
LB Nagar,JNTU College,55 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar: ESI Hospital: Erragadda: Bharat Nagar: Moosapet: Balanagar: Kukatpally: KPHB Colony: JNTU College:,26,0,60,60
LB Nagar,Jubilee Hills Check Post,45 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post:,21,1,50,50
LB Nagar,Jubilee Hills Road No 5,42 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5:,20,1,50,50
LB Nagar,Khairatabad,27 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad:,14,0,40,40
LB Nagar,KPHB Colony,52 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar: ESI Hospital: Erragadda: Bharat Nagar: Moosapet: Balanagar: Kukatpally: KPHB Colony:,25,0,55,55
LB Nagar,Kukatpally,49 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar: ESI Hospital: Erragadda: Bharat Nagar: Moosapet: Balanagar: Kukatpally:,24,0,55,55
LB Nagar,Lakdikapul,25 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul:,13,0,40,40
LB Nagar,Madhapur,49 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post: Pedamma Temple: Madhapur:,23,1,55,55
LB Nagar,Madhura Nagar,37 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Madhura Nagar:,18,1,45,45
LB Nagar,Malakpet,13 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet:,7,0,30,30
LB Nagar,Mettuguda,51 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda:,24,1,60,60
LB Nagar,MG Bus station,15 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station:,8,0,30,30
LB Nagar,Miyapur,58 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar: ESI Hospital: Erragadda: Bharat Nagar: Moosapet: Balanagar: Kukatpally: KPHB Colony: JNTU College: Miyapur:,27,0,60,60
LB Nagar,Moosapet,45 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar: ESI Hospital: Erragadda: Bharat Nagar: Moosapet:,22,0,50,50
LB Nagar,Musarambagh,9 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh:,5,0,25,25
LB Nagar,Nagole,64 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda: NGRI: Uppal Stadium: Uppal: Nagole:,30,1,60,60
LB Nagar,Nampally,21 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally:,11,0,40,40
LB Nagar,New Market,11 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market:,6,0,30,30
LB Nagar,NGRI,58 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda: NGRI:,27,1,60,60
LB Nagar,Osmania Medical College,17 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College:,9,0,35,35
LB Nagar,Parade Grounds,45 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds:,22,1,55,55
LB Nagar,Paradise,43 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise:,21,1,50,50
LB Nagar,Pedamma Temple,47 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post: Pedamma Temple:,22,1,55,55
LB Nagar,Prakash Nagar,39 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar:,19,1,50,50
LB Nagar,Punjagutta,32 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta:,16,0,45,45
LB Nagar,Rasool Pura,41 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura:,20,1,50,50
LB Nagar,S R Nagar,37 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar:,18,0,45,45
LB Nagar,Secunderabad,48 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad:,23,1,55,55
LB Nagar,Tarnaka,53 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka:,25,1,60,60
LB Nagar,Uppal,62 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda: NGRI: Uppal Stadium: Uppal:,29,1,60,60
LB Nagar,Uppal Stadium,60 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda: NGRI: Uppal Stadium:,28,1,60,60
LB Nagar,Victoria Memorial,2 Min,@Red: LB Nagar: Victoria Memorial:,2,0,10,10
LB Nagar,Yusuf Guda,40 Min,@Red: LB Nagar: Victoria Memorial: Chaitanyapuri: Dilsukhnagar: Musarambagh: New Market: Malakpet: MG Bus station: Osmania Medical College: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda:,19,1,50,50
Madhapur,Ameerpet,14 Min,@Blue: Madhapur: Pedamma Temple: Jubilee Hills Check Post: Jubilee Hills Road No 5: Yusuf Guda: Madhura Nagar: Ameerpet:,7,0,30,30
Madhapur,Assembly,26 Min,@Blue: Madhapur: Pedamma Temple: Jubilee Hills Check Post: Jubilee Hills Road No 5: Yusuf Guda: Madhura Nagar:;@Red: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly:,12,1,40,40
Madhapur,Balanagar,26 Min,@Blue: Madhapur: Pedamma Temple: Jubilee Hills Check Post: Jubilee Hills Road No 5: Yusuf Guda: Madhura Nagar:;@Red: Ameerpet: S R Nagar: ESI Hospital: Erragadda: Bharat Nagar: Moosapet: Balanagar:,13,1,40,40
Madhapur,Begumpet,16 Min,@Blue: Madhapur: Pedamma Temple: Jubilee Hills Check Post: Jubilee Hills Road No 5: Yusuf Guda: Madhura Nagar: Ameerpet: Begumpet:,8,0,35,35
Madhapur,Bharat Nagar,22 Min,@Blue: Madhapur: Pedamma Temple: Jubilee Hills Check Post: Jubilee Hills Road No 5: Yusuf Guda: Madhura Nagar:;@Red: Ameerpet: S R Nagar: ESI Hospital: Erragadda: Bharat Nagar:,11,1,35,35
Madhapur,Chaitanyapuri,45 Min,@Blue: Madhapur: Pedamma Temple: Jubilee Hills Check Post: Jubilee Hills Road No 5: Yusuf Guda: Madhura Nagar:;@Red: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet: New Market: Musarambagh: Dilsukhnagar: Chaitanyapuri:,21,1,50,50
Madhapur,Dilsukhnagar,43 Min,@Blue: Madhapur: Pedamma Temple: Jubilee Hills Check Post: Jubilee Hills Road No 5: Yusuf Guda: Madhura Nagar:;@Red: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet: New Market: Musarambagh: Dilsukhnagar:,20,1,50,50
Madhapur,Durgam Chervu,3 Min,@Blue: Madhapur: Durgam Chervu:,2,0,10,10
Madhapur,Erragadda,20 Min,@Blue: Madhapur: Pedamma Temple: Jubilee Hills Check Post: Jubilee Hills Road No 5: Yusuf Guda: Madhura Nagar:;@Red: Ameerpet: S R Nagar: ESI Hospital: Erragadda:,10,1,35,35
