Source,Destination,Duration,Route,Stations,Interchanges,Normal Fare,Concessional Fare(Sunday and national holiday)
Durgam Chervu,Osmania Medical College,35 Min,@Blue: Durgam Chervu: Madhapur: Pedamma Temple: Jubilee Hills Check Post: Jubilee Hills Road No 5: Yusuf Guda: Madhura Nagar:;@Red: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College:,16,1,45,45
Durgam Chervu,Parade Grounds,27 Min,@Blue: Durgam Chervu: Madhapur: Pedamma Temple: Jubilee Hills Check Post: Jubilee Hills Road No 5: Yusuf Guda: Madhura Nagar: Ameerpet: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds:,13,0,45,45
Durgam Chervu,Paradise,25 Min,@Blue: Durgam Chervu: Madhapur: Pedamma Temple: Jubilee Hills Check Post: Jubilee Hills Road No 5: Yusuf Guda: Madhura Nagar: Ameerpet: Begumpet: Prakash Nagar: Rasool Pura: Paradise:,12,0,40,40
Durgam Chervu,Pedamma Temple,5 Min,@Blue: Durgam Chervu: Madhapur: Pedamma Temple:,3,0,15,15
Durgam Chervu,Prakash Nagar,21 Min,@Blue: Durgam Chervu: Madhapur: Pedamma Temple: Jubilee Hills Check Post: Jubilee Hills Road No 5: Yusuf Guda: Madhura Nagar: Ameerpet: Begumpet: Prakash Nagar:,10,0,40,40
Durgam Chervu,Punjagutta,20 Min,@Blue: Durgam Chervu: Madhapur: Pedamma Temple: Jubilee Hills Check Post: Jubilee Hills Road No 5: Yusuf Guda: Madhura Nagar:;@Red: Ameerpet: Punjagutta:,9,1,35,35
Durgam Chervu,Rasool Pura,23 Min,@Blue: Durgam Chervu: Madhapur: Pedamma Temple: Jubilee Hills Check Post: Jubilee Hills Road No 5: Yusuf Guda: Madhura Nagar: Ameerpet: Begumpet: Prakash Nagar: Rasool Pura:,11,0,40,40
Durgam Chervu,S R Nagar,19 Min,@Blue: Durgam Chervu: Madhapur: Pedamma Temple: Jubilee Hills Check Post: Jubilee Hills Road No 5: Yusuf Guda: Madhura Nagar:;@Red: Ameerpet: S R Nagar:,9,1,35,35
Durgam Chervu,Secunderabad,30 Min,@Blue: Durgam Chervu: Madhapur: Pedamma Temple: Jubilee Hills Check Post: Jubilee Hills Road No 5: Yusuf Guda: Madhura Nagar: Ameerpet: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad:,14,0,45,45
Durgam Chervu,Tarnaka,35 Min,@Blue: Durgam Chervu: Madhapur: Pedamma Temple: Jubilee Hills Check Post: Jubilee Hills Road No 5: Yusuf Guda: Madhura Nagar: Ameerpet: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka:,16,0,50,50
Durgam Chervu,Uppal,44 Min,@Blue: Durgam Chervu: Madhapur: Pedamma Temple: Jubilee Hills Check Post: Jubilee Hills Road No 5: Yusuf Guda: Madhura Nagar: Ameerpet: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda: NGRI: Uppal Stadium: Uppal:,20,0,55,55
Durgam Chervu,Uppal Stadium,42 Min,@Blue: Durgam Chervu: Madhapur: Pedamma Temple: Jubilee Hills Check Post: Jubilee Hills Road No 5: Yusuf Guda: Madhura Nagar: Ameerpet: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda: NGRI: Uppal Stadium:,19,0,55,55
Durgam Chervu,Victoria Memorial,50 Min,@Blue: Durgam Chervu: Madhapur: Pedamma Temple: Jubilee Hills Check Post: Jubilee Hills Road No 5: Yusuf Guda: Madhura Nagar:;@Red: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet: New Market: Musarambagh: Dilsukhnagar: Chaitanyapuri: Victoria Memorial:,23,1,55,55
Durgam Chervu,Yusuf Guda,12 Min,@Blue: Durgam Chervu: Madhapur: Pedamma Temple: Jubilee Hills Check Post: Jubilee Hills Road No 5: Yusuf Guda:,6,0,25,25
Erragadda,Ameerpet,6 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet:,4,0,15,15
Erragadda,Assembly,18 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly:,9,0,35,35
Erragadda,Balanagar,6 Min,@Red: Erragadda: Bharat Nagar: Moosapet: Balanagar:,4,0,15,15
Erragadda,Begumpet,8 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet:,5,1,25,25
Erragadda,Bharat Nagar,2 Min,@Red: Erragadda: Bharat Nagar:,2,0,10,10
Erragadda,Chaitanyapuri,37 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet: New Market: Musarambagh: Dilsukhnagar: Chaitanyapuri:,18,0,45,45
Erragadda,Dilsukhnagar,35 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet: New Market: Musarambagh: Dilsukhnagar:,17,0,45,45
Erragadda,Durgam Chervu,23 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post: Pedamma Temple: Madhapur: Durgam Chervu:,11,1,40,40
Erragadda,ESI Hospital,2 Min,@Red: Erragadda: ESI Hospital:,2,0,10,10
Erragadda,Gandhi Bhavan,22 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan:,11,0,35,35
Erragadda,Habsiguda,27 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda:,13,1,45,45
Erragadda,Hitech City,25 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post: Pedamma Temple: Madhapur: Durgam Chervu: Hitech City:,12,1,40,40
Erragadda,Irrum Manzil,11 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil:,6,0,25,25
Erragadda,JNTU College,14 Min,@Red: Erragadda: Bharat Nagar: Moosapet: Balanagar: Kukatpally: KPHB Colony: JNTU College:,7,0,30,30
Erragadda,Jubilee Hills Check Post,16 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post:,8,1,30,30
Erragadda,Jubilee Hills Road No 5,13 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5:,7,1,25,25
Erragadda,Khairatabad,14 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad:,7,0,30,30
Erragadda,KPHB Colony,11 Min,@Red: Erragadda: Bharat Nagar: Moosapet: Balanagar: Kukatpally: KPHB Colony:,6,0,25,25
Erragadda,Kukatpally,8 Min,@Red: Erragadda: Bharat Nagar: Moosapet: Balanagar: Kukatpally:,5,0,25,25
Erragadda,Lakdikapul,16 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul:,8,0,30,30
Erragadda,LB Nagar,41 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet: New Market: Musarambagh: Dilsukhnagar: Chaitanyapuri: Victoria Memorial: LB Nagar:,20,0,50,50
Erragadda,Madhapur,20 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post: Pedamma Temple: Madhapur:,10,1,35,35
Erragadda,Madhura Nagar,8 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Madhura Nagar:,5,1,15,15
Erragadda,Malakpet,28 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet:,14,0,40,40
Erragadda,Mettuguda,22 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda:,11,1,40,40
Erragadda,MG Bus station,26 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station:,13,0,40,40
Erragadda,Miyapur,17 Min,@Red: Erragadda: Bharat Nagar: Moosapet: Balanagar: Kukatpally: KPHB Colony: JNTU College: Miyapur:,8,0,35,35
Erragadda,Moosapet,4 Min,@Red: Erragadda: Bharat Nagar: Moosapet:,3,0,10,10
Erragadda,Musarambagh,32 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet: New Market: Musarambagh:,16,0,45,45
Erragadda,Nagole,35 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda: NGRI: Uppal Stadium: Uppal: Nagole:,17,1,50,50
Erragadda,Nampally,20 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally:,10,0,35,35
Erragadda,New Market,30 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet: New Market:,15,0,40,40
Erragadda,NGRI,29 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda: NGRI:,14,1,45,45
Erragadda,Osmania Medical College,24 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College:,12,0,40,40
Erragadda,Parade Grounds,16 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds:,9,1,35,35
Erragadda,Paradise,14 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise:,8,1,30,30
Erragadda,Pedamma Temple,18 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post: Pedamma Temple:,9,1,30,30
Erragadda,Prakash Nagar,10 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar:,6,1,25,25
Erragadda,Punjagutta,9 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet: Punjagutta:,5,0,15,15
Erragadda,Rasool Pura,12 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura:,7,1,30,30
Erragadda,S R Nagar,4 Min,@Red: Erragadda: ESI Hospital: S R Nagar:,3,0,10,10
Erragadda,Secunderabad,19 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad:,10,1,40,40
Erragadda,Tarnaka,24 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka:,12,1,40,40
Erragadda,Uppal,33 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda: NGRI: Uppal Stadium: Uppal:,16,1,50,50
Erragadda,Uppal Stadium,31 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda: NGRI: Uppal Stadium:,15,1,45,45
Erragadda,Victoria Memorial,39 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet: New Market: Musarambagh: Dilsukhnagar: Chaitanyapuri: Victoria Memorial:,19,0,50,50
Erragadda,Yusuf Guda,11 Min,@Red: Erragadda: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda:,6,1,25,25
ESI Hospital,Ameerpet,4 Min,@Red: ESI Hospital: S R Nagar: Ameerpet:,3,0,10,10
ESI Hospital,Assembly,16 Min,@Red: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly:,8,0,30,30
ESI Hospital,Balanagar,8 Min,@Red: ESI Hospital: Erragadda: Bharat Nagar: Moosapet: Balanagar:,5,0,15,15
ESI Hospital,Begumpet,6 Min,@Red: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet:,4,1,15,15
ESI Hospital,Bharat Nagar,4 Min,@Red: ESI Hospital: Erragadda: Bharat Nagar:,3,0,15,15
ESI Hospital,Chaitanyapuri,35 Min,@Red: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet: New Market: Musarambagh: Dilsukhnagar: Chaitanyapuri:,17,0,45,45
ESI Hospital,Dilsukhnagar,33 Min,@Red: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet: New Market: Musarambagh: Dilsukhnagar:,16,0,45,45
ESI Hospital,Durgam Chervu,21 Min,@Red: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post: Pedamma Temple: Madhapur: Durgam Chervu:,10,1,35,35
ESI Hospital,Erragadda,2 Min,@Red: ESI Hospital: Erragadda:,2,0,10,10
ESI Hospital,Gandhi Bhavan,20 Min,@Red: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan:,10,0,35,35
ESI Hospital,Habsiguda,25 Min,@Red: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda:,12,1,45,45
ESI Hospital,Hitech City,23 Min,@Red: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post: Pedamma Temple: Madhapur: Durgam Chervu: Hitech City:,11,1,40,40
ESI Hospital,Irrum Manzil,9 Min,@Red: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil:,5,0,15,15
ESI Hospital,JNTU College,16 Min,@Red: ESI Hospital: Erragadda: Bharat Nagar: Moosapet: Balanagar: Kukatpally: KPHB Colony: JNTU College:,8,0,35,35
ESI Hospital,Jubilee Hills Check Post,14 Min,@Red: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post:,7,1,25,25
ESI Hospital,Jubilee Hills Road No 5,11 Min,@Red: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5:,6,1,25,25
ESI Hospital,Khairatabad,12 Min,@Red: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad:,6,0,25,25
ESI Hospital,KPHB Colony,13 Min,@Red: ESI Hospital: Erragadda: Bharat Nagar: Moosapet: Balanagar: Kukatpally: KPHB Colony:,7,0,30,30
ESI Hospital,Kukatpally,10 Min,@Red: ESI Hospital: Erragadda: Bharat Nagar: Moosapet: Balanagar: Kukatpally:,6,0,25,25
ESI Hospital,Lakdikapul,14 Min,@Red: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul:,7,0,30,30
ESI Hospital,LB Nagar,39 Min,@Red: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet: New Market: Musarambagh: Dilsukhnagar: Chaitanyapuri: Victoria Memorial: LB Nagar:,19,0,50,50
ESI Hospital,Madhapur,18 Min,@Red: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post: Pedamma Temple: Madhapur:,9,1,30,30
ESI Hospital,Madhura Nagar,6 Min,@Red: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Madhura Nagar:,4,1,15,15
ESI Hospital,Malakpet,26 Min,@Red: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet:,13,0,40,40
ESI Hospital,Mettuguda,20 Min,@Red: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda:,10,1,40,40
ESI Hospital,MG Bus station,24 Min,@Red: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station:,12,0,40,40
ESI Hospital,Miyapur,19 Min,@Red: ESI Hospital: Erragadda: Bharat Nagar: Moosapet: Balanagar: Kukatpally: KPHB Colony: JNTU College: Miyapur:,9,0,35,35
ESI Hospital,Moosapet,6 Min,@Red: ESI Hospital: Erragadda: Bharat Nagar: Moosapet:,4,0,15,15
ESI Hospital,Musarambagh,30 Min,@Red: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet: New Market: Musarambagh:,15,0,40,40
ESI Hospital,Nagole,33 Min,@Red: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda: NGRI: Uppal Stadium: Uppal: Nagole:,16,1,50,50
ESI Hospital,Nampally,18 Min,@Red: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally:,9,0,30,30
ESI Hospital,New Market,28 Min,@Red: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet: New Market:,14,0,40,40
ESI Hospital,NGRI,27 Min,@Red: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda: NGRI:,13,1,45,45
ESI Hospital,Osmania Medical College,22 Min,@Red: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College:,11,0,35,35
ESI Hospital,Parade Grounds,14 Min,@Red: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds:,8,1,30,30
ESI Hospital,Paradise,12 Min,@Red: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise:,7,1,30,30
ESI Hospital,Pedamma Temple,16 Min,@Red: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post: Pedamma Temple:,8,1,30,30
ESI Hospital,Prakash Nagar,8 Min,@Red: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar:,5,1,25,25
ESI Hospital,Punjagutta,7 Min,@Red: ESI Hospital: S R Nagar: Ameerpet: Punjagutta:,4,0,15,15
ESI Hospital,Rasool Pura,10 Min,@Red: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura:,6,1,25,25
ESI Hospital,S R Nagar,2 Min,@Red: ESI Hospital: S R Nagar:,2,0,10,10
ESI Hospital,Secunderabad,17 Min,@Red: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad:,9,1,35,35
ESI Hospital,Tarnaka,22 Min,@Red: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka:,11,1,40,40
ESI Hospital,Uppal,31 Min,@Red: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda: NGRI: Uppal Stadium: Uppal:,15,1,45,45
ESI Hospital,Uppal Stadium,29 Min,@Red: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda: NGRI: Uppal Stadium:,14,1,45,45
ESI Hospital,Victoria Memorial,37 Min,@Red: ESI Hospital: S R Nagar: Ameerpet: Punjagutta: Irrum Manzil: Khairatabad: Lakdikapul: Assembly: Nampally: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet: New Market: Musarambagh: Dilsukhnagar: Chaitanyapuri: Victoria Memorial:,18,0,45,45
ESI Hospital,Yusuf Guda,9 Min,@Red: ESI Hospital: S R Nagar: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda:,5,1,15,15
Gandhi Bhavan,Ameerpet,16 Min,@Red: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:,8,0,30,30
Gandhi Bhavan,Assembly,4 Min,@Red: Gandhi Bhavan: Nampally: Assembly:,3,0,10,10
Gandhi Bhavan,Balanagar,28 Min,@Red: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar: ESI Hospital: Erragadda: Bharat Nagar: Moosapet: Balanagar:,14,0,40,40
Gandhi Bhavan,Begumpet,18 Min,@Red: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet:,9,1,35,35
Gandhi Bhavan,Bharat Nagar,24 Min,@Red: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar: ESI Hospital: Erragadda: Bharat Nagar:,12,0,40,40
Gandhi Bhavan,Chaitanyapuri,15 Min,@Red: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet: New Market: Musarambagh: Dilsukhnagar: Chaitanyapuri:,8,0,30,30
Gandhi Bhavan,Dilsukhnagar,13 Min,@Red: Gandhi Bhavan: Osmania Medical College: MG Bus station: Malakpet: New Market: Musarambagh: Dilsukhnagar:,7,0,25,25
Gandhi Bhavan,Durgam Chervu,33 Min,@Red: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post: Pedamma Temple: Madhapur: Durgam Chervu:,15,1,45,45
Gandhi Bhavan,Erragadda,22 Min,@Red: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar: ESI Hospital: Erragadda:,11,0,35,35
Gandhi Bhavan,ESI Hospital,20 Min,@Red: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar: ESI Hospital:,10,0,35,35
Gandhi Bhavan,Habsiguda,37 Min,@Red: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Begumpet: Prakash Nagar: Rasool Pura: Paradise: Parade Grounds: Secunderabad: Mettuguda: Tarnaka: Habsiguda:,17,1,50,50
Gandhi Bhavan,Hitech City,35 Min,@Red: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post: Pedamma Temple: Madhapur: Durgam Chervu: Hitech City:,16,1,45,45
Gandhi Bhavan,Irrum Manzil,11 Min,@Red: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil:,6,0,25,25
Gandhi Bhavan,JNTU College,36 Min,@Red: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet: S R Nagar: ESI Hospital: Erragadda: Bharat Nagar: Moosapet: Balanagar: Kukatpally: KPHB Colony: JNTU College:,17,0,45,45
Gandhi Bhavan,Jubilee Hills Check Post,26 Min,@Red: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5: Jubilee Hills Check Post:,12,1,40,40
Gandhi Bhavan,Jubilee Hills Road No 5,23 Min,@Red: Gandhi Bhavan: Nampally: Assembly: Lakdikapul: Khairatabad: Irrum Manzil: Punjagutta: Ameerpet:;@Blue: Madhura Nagar: Yusuf Guda: Jubilee Hills Road No 5:,11,1,40,40
